MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,PGEL,PG ELECTROPLAST LTD,       660.40,       673.55,       684.95,       661.05,       674.65,                 10291225.15,15266,N, ,1885,       871.45,       290.85
N,EQ,PGHL,PROCTER & GAMBLE HEALTH L,      4343.75,      4343.85,      4377.55,      4343.85,      4366.35,                  7240691.95,1658,N, ,583,      6100.00,      3991.65
N,EQ,PGIL,PEARL GLOBAL IND LIMITED,       412.55,       419.35,       427.45,       412.25,       415.35,                  1851375.95,4438,N, ,382,       575.00,       177.20
N,IV,PGINVIT,POWERGRID INFRA. INVITS,       136.61,       137.96,       138.00,       136.53,       137.95,                 19150635.72,139290,N, ,1265,       141.95,       103.45
N,EQ,PHOENIXLTD,THE PHOENIX MILLS LTD,      1021.15,      1030.00,      1101.75,      1022.05,      1094.40,                180918839.35,169211,N, ,11739,      1195.00,       708.20
N,EQ,PIIND,PI INDUSTRIES LTD,      2666.65,      2689.00,      2689.00,      2604.10,      2618.35,                643260237.35,244158,N, ,32235,      3534.90,      2333.55
N,EQ,PILANIINVS,PILANI INV & IND COR LTD,      1696.85,      1750.00,      1750.00,      1699.00,      1712.50,                  2178672.25,1271,N, ,318,      2250.00,      1600.00
N,EQ,PILITA,PIL ITALICA LIFESTYLE LTD,         9.45,         9.55,         9.75,         9.40,         9.70,                  4709803.30,490098,N, ,917,        16.00,         5.90
N,EQ,PIONDIST,PIONEER DIST LTD,       160.30,       161.85,       163.00,       158.20,       160.30,                  4311406.85,26753,N, ,213,       209.40,       109.95
N,EQ,PIONEEREMB,PIONEER EMBROIDERIES LTD,        44.25,        46.25,        46.25,        44.70,        45.15,                  1573221.00,34536,N, ,189,        79.70,        41.25
N,EQ,PITTIENG,PITTI ENGINEERING LIMITED,       260.65,       262.90,       295.00,       262.90,       284.15,                 71445714.30,250238,N, ,9953,       344.40,        66.50
N,EQ,PIXTRANS,PIX TRANSMISSIONS LIMITED,       795.80,       800.00,       875.00,       800.00,       825.60,                  8349461.80,10212,N, ,1591,      1121.20,       713.70
N,EQ,PLASTIBLEN,PLASTIBLENDS INDIA LTD,       194.50,       197.10,       199.90,       191.50,       195.60,                  3189168.90,16158,N, ,404,       306.00,       177.05
N,EQ,PNBGILTS,PNB GILTS LIMITED,        66.40,        67.50,        67.95,        66.65,        67.25,                 11860386.00,176086,N, ,2101,        94.65,        57.35
N,EQ,PNBHOUSING,PNB HOUSING FIN LTD.,       331.25,       337.35,       341.65,       334.00,       337.90,                 29109178.95,86158,N, ,3303,       925.00,       311.45
N,EQ,PNCINFRA,PNC INFRATECH LTD.,       244.20,       248.00,       253.65,       246.50,       251.40,                 31598635.85,125723,N, ,5633,       395.90,       226.60
N,EQ,PODDARHOUS,PODDAR HOUSE & DVPT LTD,       199.95,       200.00,       202.90,       198.00,       199.60,                   250726.60,1251,N, ,51,       313.00,       149.55
N,EQ,PODDARMENT,PODDAR PIGMENTS LIMITED,       282.10,       275.00,       286.45,       275.00,       278.55,                   507099.25,1813,N, ,228,       433.85,       216.75
N,EQ,POKARNA,POKARNA LIMITED,       532.60,       553.90,       579.40,       537.05,       569.70,                 27676310.60,49517,N, ,5055,       840.55,       247.90
N,EQ,POLICYBZR,PB FINTECH LIMITED,       617.20,       630.00,       693.50,       629.55,       685.25,                779788154.75,1171358,N, ,37792,      1470.00,       540.10
N,EQ,POLYCAB,POLYCAB INDIA LIMITED,      2517.80,      2540.00,      2569.50,      2520.80,      2556.55,                405987902.15,159377,N, ,11845,      2820.00,      1600.00
N,EQ,POLYMED,POLY MEDICURE LIMITED,       713.60,       727.90,       750.00,       714.95,       729.70,                120134543.50,164334,N, ,9233,      1165.00,       685.60
N,EQ,POLYPLEX,POLYPLEX CORPORATION LTD,      2353.55,      2415.00,      2415.20,      2345.00,      2370.30,                476154609.00,200647,N, ,15923,      2870.20,      1082.00
N,EQ,PONNIERODE,PONNIE SUGARS (ERODE) LTD,       272.25,       277.20,       283.95,       275.25,       278.10,                  9048306.45,32408,N, ,1641,       380.00,       182.25
N,EQ,POONAWALLA,POONAWALLA FINCORP LTD,       238.90,       245.00,       251.10,       240.80,       243.70,                991249940.75,4049112,N, ,29441,       343.80,       127.65
N,EQ,POWERINDIA,HITACHI ENERGY INDIA LTD,      3048.30,      3093.25,      3157.00,      3075.00,      3081.70,                 39809251.80,12814,N, ,2727,      4042.60,      1680.00
N,EQ,POWERMECH,POWER MECH PROJECTS LTD.,       933.80,       927.10,       958.05,       927.10,       945.10,                 45734785.35,48303,N, ,3073,      1095.00,       580.95
N,EQ,PPAP,PPAP AUTOMOTIVE LIMITED,       192.70,       195.55,       201.55,       195.50,       200.45,                   786694.70,3947,N, ,279,       339.40,       172.95
N,EQ,PPL,PRAKASH PIPES LIMITED,       176.30,       183.10,       183.30,       178.30,       180.35,                 34053230.55,188305,N, ,7806,       210.00,       125.00
N,EQ,PRAJIND,PRAJ INDUSTRIES LTD,       357.40,       363.00,       369.85,       356.00,       362.80,                330123722.15,907033,N, ,21337,       448.00,       301.05
N,EQ,PRAKASH,PRAKASH INDUSTRIES LTD,        63.10,        65.00,        65.95,        64.45,        65.55,                 26402211.40,405549,N, ,4118,        95.40,        50.10
N,EQ,PRAKASHSTL,PRAKASH STEELAGE LTD,         5.10,         5.20,         5.35,         5.15,         5.20,                  3282411.10,628574,N, ,1225,         9.75,         1.00
N,EQ,PRAXIS,PRAXIS HOME RETAIL LTD,        35.30,        36.75,        37.05,        35.60,        36.10,                  1347832.75,36707,N, ,246,        76.30,        28.40
N,EQ,PRECAM,PRECISION CAMSHAFTS LTD.,       109.90,       113.35,       114.35,       110.20,       112.00,                  5782758.05,51486,N, ,1875,       189.75,        44.90
N,SM,PRECISION,PRECISION METALIKS LTD,        34.20,        34.95,        34.95,        33.30,        34.00,                   885300.00,26000,N, ,13,        55.95,        32.00
N,EQ,PRECOT,PRECOT LIMITED,       251.25,       258.75,       269.70,       254.00,       264.60,                  1052075.20,4041,N, ,523,       400.00,       128.80
N,EQ,PRECWIRE,PRECISION WIRES INDIA LTD,        73.35,        75.65,        77.00,        73.10,        76.75,                  4212208.00,55451,N, ,990,       417.50,        67.80
N,EQ,PREMIER,PREMIER LIMITED,         4.90,         5.10,         5.10,         4.80,         4.95,                   107687.20,21734,N, ,86,        11.00,         3.50
N,EQ,PREMIERPOL,PREMIER POLYFILM LTD,        92.00,        93.00,        97.95,        93.00,        94.25,                  1113782.85,11741,N, ,332,       138.00,        41.05
N,EQ,PRESSMN,PRESSMAN ADVERTISING LTD,        38.00,        38.90,        40.00,        36.35,        37.00,                  2275753.00,60328,N, ,657,        53.50,        22.60
N,EQ,PRESTIGE,PRESTIGE ESTATE LTD,       417.75,       424.25,       444.40,       422.50,       441.85,                142446237.95,327328,N, ,8648,       554.90,       266.10
N,EQ,PRICOLLTD,PRICOL LIMITED,       107.00,       109.95,       113.80,       109.00,       112.90,                 69815694.60,626409,N, ,5456,       149.50,        74.25
N,EQ,PRIMESECU,PRIME SECURITIES LIMITED,        92.25,        90.50,        98.25,        90.50,        97.20,                  1255536.30,13104,N, ,261,       132.55,        40.00
N,EQ,PRINCEPIPE,PRINCE PIPES FITTINGS LTD,       639.55,       639.00,       649.10,       625.00,       634.90,                168557134.30,265469,N, ,16434,       897.00,       595.25
N,EQ,PRITI,PRITI INTERNATIONAL LTD,        76.70,        76.65,        84.00,        74.20,        83.45,                  5577862.75,68155,N, ,469,        84.00,        61.85
N,EQ,PRITIKAUTO,PRITIKA AUTO INDUS LTD,        14.25,        14.40,        14.80,        13.80,        14.25,                  1738146.40,122022,N, ,398,        22.80,        13.00
N,EQ,PRIVISCL,PRIVI SPECIALITY CHE LTD,      1159.60,      1185.00,      1226.80,      1181.50,      1221.95,                 44575361.20,37187,N, ,4932,      2249.00,       970.20
N,SM,PROPEQUITY,P. E. ANALYTICS LIMITED,       143.50,       142.50,       150.00,       142.50,       149.95,                  1418100.00,9600,N, ,8,       204.10,       141.00
N,EQ,PROZONINTU,PROZONE INTU PROPRTIS LTD,        22.65,        22.70,        24.90,        22.65,        23.30,                  2036411.50,86862,N, ,693,        39.80,        18.10
N,EQ,PRSMJOHNSN,PRISM JOHNSON LIMITED,       111.60,       112.55,       114.40,       111.60,       112.10,                  8157066.70,72254,N, ,1845,       160.00,        99.05
N,EQ,PRUDENT,PRUDENT CORP ADV SER LTD,       630.00,       650.00,       650.00,       541.00,       561.75,               1908091074.05,3203719,N, ,82932,       650.00,       541.00
N,EQ,PSB,PUNJAB & SIND BANK,        15.50,        16.05,        16.50,        15.50,        15.55,                 14071137.00,885392,N, ,3040,        22.70,        13.10
N,EQ,PSPPROJECT,PSP PROJECTS LIMITED,       476.25,       484.00,       496.20,       471.45,       488.65,                 33341229.00,69125,N, ,3229,       639.30,       397.00
N,EQ,PTC,PTC INDIA LIMITED,        84.35,        86.25,        86.25,        84.20,        84.70,                 68852571.30,810328,N, ,6948,       144.40,        78.50
N,EQ,PTL,PTL ENTERPRISES LTD,        30.75,        31.00,        31.65,        30.50,        30.90,                  2623655.35,84503,N, ,1069,        58.00,        27.15
N,SM,PULZ,PULZ ELECTRONICS LIMITED,        40.40,        39.90,        39.90,        39.90,        39.90,                   159600.00,4000,N, ,1,        42.50,        13.30
N,EQ,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,      1264.00,      1284.25,      1290.10,      1225.55,      1244.30,                  9418998.30,7527,N, ,927,      1933.70,      1050.55
N,EQ,PURVA,PURAVANKARA LIMITED,        91.50,        92.90,        95.85,        92.50,        94.40,                  5968843.95,63509,N, ,1213,       166.50,        77.05
N,EQ,PVR,PVR LIMITED,      1736.20,      1764.00,      1830.00,      1762.40,      1823.85,               1341633306.55,750985,N, ,24743,      2003.80,      1152.05
N,SM,QUADPRO,QUADPRO ITES LIMITED,        10.20,        10.00,        10.00,        10.00,        10.00,                    60000.00,6000,N, ,1,        18.80,         9.00
N,EQ,QUESS,QUESS CORP LIMITED,       623.95,       636.35,       660.00,       631.00,       655.50,                 50240383.55,77644,N, ,6318,       989.90,       527.40
N,EQ,QUICKHEAL,QUICK HEAL TECH LTD,       177.10,       178.00,       182.60,       178.00,       180.70,                  5499124.55,30601,N, ,789,       318.90,       168.25
N,EQ,RADICO,RADICO KHAITAN LTD,       820.75,       828.00,       843.05,       823.50,       839.50,                160549610.05,192962,N, ,10138,      1294.00,       537.10
N,EQ,RADIOCITY,MUSIC BROADCAST LIMITED,        23.00,        23.15,        23.25,        23.05,        23.20,                  2040771.05,87896,N, ,271,        29.60,        21.40
N,EQ,RAILTEL,RAILTEL CORP OF IND LTD,        95.55,        98.60,        98.90,        97.10,        97.70,                 34372936.65,351144,N, ,4000,       164.60,        84.00
N,EQ,RAIN,RAIN INDUSTRIES LIMITED,       155.50,       158.50,       165.95,       156.10,       162.50,                411397340.05,2529234,N, ,24167,       272.75,       145.25
N,EQ,RAINBOW,RAINBOW CHILDRENS MED LTD,       451.50,       457.00,       482.90,       457.00,       477.70,                399711754.50,847932,N, ,35470,       517.90,       410.00
N,EQ,RAJESHEXPO,RAJESH EXPORTS LTD,       574.10,       576.00,       577.95,       570.20,       572.75,                 24338227.20,42431,N, ,6008,       994.70,       510.35
N,EQ,RAJMET,RAJNANDINI METAL LIMITED,       422.50,       422.50,       431.55,       422.50,       430.75,                 15008529.35,35003,N, ,813,       449.00,        96.10
N,EQ,RAJRATAN,RAJRATAN GLOBAL WIRE LTD,       633.05,       642.70,       664.70,       632.45,       664.70,                 27409956.60,41691,N, ,2492,      2929.90,       500.50
N,EQ,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,        41.30,        42.90,        43.30,        40.50,        41.05,                  7291326.10,172226,N, ,1304,        48.00,        20.80
N,EQ,RAJTV,RAJ TV NETWORK LTD,        36.80,        37.40,        38.90,        37.00,        37.85,                   215424.95,5713,N, ,60,        66.70,        33.25
N,EQ,RALLIS,RALLIS INDIA LTD,       198.65,       199.85,       202.85,       198.45,       199.85,                 84887641.35,424028,N, ,7265,       362.60,       194.00
N,EQ,RAMANEWS,SHREE RAMA NEWSPRINT LTD,        17.15,        17.50,        17.80,        17.30,        17.70,                   355360.80,20213,N, ,257,        27.70,        15.75
N,EQ,RAMASTEEL,RAMA STEEL TUBES LIMITED,       353.00,       350.70,       370.65,       350.70,       370.65,                 58447334.05,158895,N, ,3109,       454.30,        72.15
N,EQ,RAMCOCEM,THE RAMCO CEMENTS LIMITED,       689.10,       692.10,       697.50,       685.10,       691.70,                255285952.70,368717,N, ,7934,      1132.70,       671.05
N,EQ,RAMCOIND,RAMCO INDUSTRIES LIMITED,       192.20,       195.10,       196.80,       192.00,       194.00,                  4104384.80,21166,N, ,986,       366.65,       184.30
N,EQ,RAMCOSYS,RAMCO SYSTEMS LTD.,       247.50,       252.00,       272.00,       249.35,       267.05,                 41194105.45,157888,N, ,6226,       687.25,       233.15
N,EQ,RAMKY,RAMKY INFRA LTD,       165.60,       169.45,       172.25,       166.25,       167.50,                  8509142.50,50357,N, ,1290,       258.50,        72.90
N,EQ,RANASUG,RANA SUGARS LTD.,        32.55,        33.20,        34.20,        32.75,        32.95,                 28304880.30,849877,N, ,4037,        44.35,        14.20
N,EQ,RANEENGINE,RANE ENG VALVE LTD,       207.90,       210.85,       224.45,       210.85,       220.65,                  1737696.90,7907,N, ,650,       386.40,       202.00
N,EQ,RANEHOLDIN,RANE HOLDINGS LIMITED,       620.10,       627.90,       634.75,       619.10,       621.15,                 12140562.55,19397,N, ,1216,       782.75,       552.15
N,EQ,RATEGAIN,RATEGAIN TRAVEL TECHN LTD,       302.25,       307.00,       321.00,       307.00,       310.70,                120943832.55,386360,N, ,7659,       525.00,       275.20
N,EQ,RATNAMANI,RATNAMANI MET & TUB LTD.,      2520.00,      2583.00,      2600.00,      2527.25,      2586.60,                116979640.50,45726,N, ,4309,      2640.00,      1829.90
N,EQ,RAYMOND,RAYMOND LTD,       845.60,       860.05,       883.90,       857.40,       879.60,                388838824.10,445911,N, ,15243,       963.90,       351.20
N,EQ,RBA,RESTAURANT BRAND ASIA LTD,        93.70,        94.35,        99.00,        94.35,        98.00,                 72334970.85,742756,N, ,10454,       189.70,        86.50
N,EQ,RBL,RANE BRAKE LINING LTD,       643.60,       644.00,       663.60,       644.00,       657.65,                  8038791.70,12228,N, ,1548,      1209.00,        87.35
N,EQ,RBLBANK,RBL BANK LIMITED,       113.80,       116.90,       118.25,       114.05,       117.05,               1268129034.50,10929646,N, ,35965,       226.40,       100.80
N,EQ,RCF,RASHTRIYA CHEMICALS & FER,        96.70,        99.00,       102.50,        98.30,       101.40,                811179102.95,8107508,N, ,40079,       112.65,        66.00
N,EQ,RCOM,RELIANCE COMMUNICATIONS L,         2.65,         2.70,         2.80,         2.70,         2.70,                 14637514.15,5336483,N, ,14323,         5.05,         1.70
N,EQ,RECLTD,REC LIMITED,       116.20,       117.30,       118.25,       116.80,       117.75,                223339410.75,1899153,N, ,16664,       168.85,       113.25
N,EQ,REDINGTON,REDINGTON (INDIA) LTD.,       136.50,       138.15,       144.50,       138.15,       143.20,                214039290.40,1517609,N, ,11521,       358.00,       124.10
N,EQ,REFEX,REFEX INDUSTRIES LIMITED,       119.15,       122.95,       123.00,       119.15,       120.40,                  5054081.10,41751,N, ,1213,       173.40,       106.30
N,EQ,RELAXO,RELAXO FOOT LTD.,       992.65,       999.85,      1008.15,       995.00,      1000.15,                 92040014.30,92083,N, ,7499,      1448.00,       900.00
N,EQ,RELCAPITAL,RELIANCE CAPITAL LTD,        14.50,        15.00,        15.00,        14.65,        14.75,                  8824906.50,597931,N, ,2498,        30.65,        11.00
N,EQ,RELIGARE,RELIGARE ENTER. LTD.,       117.35,       121.00,       128.70,       119.85,       126.70,                139491482.30,1114949,N, ,7056,       194.80,        91.10
N,EQ,RELINFRA,RELIANCE INFRASTRUCTU LTD,       102.10,       105.00,       106.70,       103.10,       104.00,                157340898.05,1502352,N, ,8447,       150.00,        49.00
N,EQ,REMSONSIND,REMSONS INDUSTRIES LTD,       191.45,       196.15,       228.00,       190.95,       221.40,                  9371455.15,42837,N, ,1466,       314.70,       156.55
N,EQ,RENUKA,SHREE RENUKA SUGARS LTD,        47.65,        49.25,        50.20,        48.60,        49.65,                490696924.90,9917743,N, ,25786,        63.20,        14.35
N,EQ,REPCOHOME,REPCO HOME FINANCE LTD,       154.95,       157.05,       158.05,       155.10,       156.05,                 23152148.30,147878,N, ,2483,       430.00,       150.05
N,EQ,REPL,RUDRABHISHEK ENTERP LTD,       194.25,       198.00,       201.00,       192.70,       193.50,                  2039206.80,10371,N, ,402,       280.00,       190.00
N,EQ,REPRO,REPRO INDIA LIMITED,       372.00,       377.15,       386.00,       377.15,       382.60,                   560990.80,1468,N, ,97,       679.20,       343.05
N,EQ,RESPONIND,RESPONSIVE INDUSTRIES LTD,       136.25,       137.50,       143.00,       137.50,       138.95,                 21695808.80,155534,N, ,3073,       215.00,        90.30
N,EQ,REVATHI,REVATHI EQUIPMENT LTD,       617.15,       626.00,       635.00,       619.80,       629.10,                   378153.35,603,N, ,83,       958.80,       517.10
N,SM,REXPIPES,REX PIPES AND CABLES LTD,        28.70,        28.05,        28.95,        27.40,        28.20,                  1124600.00,40000,N, ,10,        64.35,        26.00
N,EQ,RGL,RENAISSANCE GLOBAL LTD,       686.10,       694.35,       700.00,       688.00,       693.60,                 20862209.15,30087,N, ,820,      1090.90,       459.45
N,EQ,RHFL,RELIANCE HOME FINANCE LTD,         3.70,         3.75,         4.00,         3.75,         3.90,                  3809273.75,970925,N, ,1061,         6.75,         2.45
N,EQ,RHIM,RHI MAGNESITA INDIA LTD,       588.60,       597.55,       605.50,       597.45,       600.90,                 69425838.20,115364,N, ,6270,       674.00,       293.10
N,SM,RICHA,RICHA INFO SYSTEMS LTD,        77.15,        77.15,        77.15,        77.15,        77.15,                    77150.00,1000,N, ,1,       104.95,        65.10
N,EQ,RICOAUTO,RICO AUTO INDUSTRIES LTD,        33.65,        33.95,        35.00,        33.95,        34.65,                  3092874.95,89451,N, ,1058,        62.40,        31.30
N,EQ,RIIL,RELIANCE INDUSTRIAL INFRA,       995.00,      1024.00,      1049.00,      1014.00,      1039.95,               1587245802.70,1535524,N, ,43386,      1202.90,       384.50
N,EQ,RITCO,RITCO LOGISTICS LIMITED,       127.95,       130.30,       133.90,       123.25,       132.70,                  1792708.55,13657,N, ,365,       160.70,       115.00
N,EQ,RITES,RITES LIMITED,       246.55,       248.90,       251.95,       246.00,       251.10,                 26237201.55,105238,N, ,3873,       317.90,       238.85
N,EQ,RKEC,RKEC PROJECTS LIMITED,        44.00,        46.90,        52.00,        43.60,        47.00,                  5925078.25,121349,N, ,1413,       117.00,        39.60
N,EQ,RKFORGE,RAMKRISHNA FORGINGS LTD,       161.20,       164.45,       166.90,       162.80,       166.00,                 39775911.65,240931,N, ,5459,      1260.00,       151.00
N,EQ,RML,RANE (MADRAS) LIMITED,       302.35,       308.70,       344.00,       305.75,       329.70,                 52851288.85,160154,N, ,6729,       486.00,       285.80
N,EQ,ROHLTD,ROYAL ORCHID HOTELS LTD,       130.40,       133.70,       134.00,       130.55,       133.05,                  4603690.75,34738,N, ,793,       154.85,        61.95
N,EQ,ROLEXRINGS,ROLEX RINGS LIMITED,      1215.35,      1215.30,      1268.00,      1215.30,      1264.50,                 17417825.45,13936,N, ,1696,      1394.00,       994.80
N,EQ,ROLLT,ROLLATAINERS LIMITED,         1.70,         1.75,         1.75,         1.65,         1.70,                   718416.15,415754,N, ,364,         4.60,         1.55
N,EQ,ROML,RAJ OIL MILLS LIMITED,        68.15,        71.40,        71.45,        66.15,        68.90,                  1600533.85,23314,N, ,471,       150.35,        51.10
N,EQ,ROSSARI,ROSSARI BIOTECH LIMITED,       886.05,       905.00,       907.85,       875.75,       888.75,                 43724273.90,49024,N, ,6493,      1619.00,       830.00
N,EQ,ROSSELLIND,ROSSELL INDIA LIMITED,       177.00,       178.30,       190.00,       178.30,       184.65,                  8998468.10,48354,N, ,1139,       225.80,       114.50
N,EQ,ROTO,ROTO PUMPS LIMITED,       463.30,       470.75,       486.05,       467.25,       483.90,                 43242140.55,90096,N, ,3572,       486.15,       390.45
N,EQ,ROUTE,ROUTE MOBILE LIMITED,      1213.15,      1245.00,      1302.00,      1231.25,      1285.90,               1271298486.75,995109,N, ,56497,      2389.00,      1175.25
N,EQ,RPGLIFE,RPG LIFE SCIENCES LTD,       499.95,       504.00,       515.70,       504.00,       511.65,                  4539556.65,8905,N, ,769,       752.45,       421.80
N,EQ,RPOWER,RELIANCE POWER LTD.,        12.30,        12.50,        12.90,        12.50,        12.85,                229195628.05,17925495,N, ,12864,        19.25,         6.45
N,EQ,RPPINFRA,R.P.P INFRA PROJECTS LTD,        39.75,        40.25,        40.85,        39.65,        39.90,                  3001758.95,74858,N, ,996,       103.50,        38.25
N,EQ,RPPL,RAJSHREE POLYPACK LTD,       179.95,       184.35,       187.80,       180.35,       183.55,                   456544.85,2483,N, ,121,       284.00,       147.15
N,EQ,RPSGVENT,RPSG VENTURES LIMITED,       514.05,       516.00,       539.90,       516.00,       531.90,                  6091838.45,11522,N, ,1021,      1144.90,       383.45
N,EQ,RSSOFTWARE,R. S. SOFTWARE (INDIA) LI,        28.65,        29.90,        30.30,        29.30,        30.00,                  1430194.45,48039,N, ,662,        52.00,        25.80
N,EQ,RSWM,RSWM LIMITED,       425.45,       431.95,       441.55,       424.60,       436.55,                 56014795.50,128861,N, ,5256,       573.75,       223.25
N,EQ,RSYSTEMS,R SYS INTERNATIONAL LTD,       222.00,       232.00,       232.00,       223.60,       228.45,                 11480576.25,50312,N, ,1723,       354.95,       127.00
N,EQ,RTNINDIA,RATTANINDIA ENT LIMITED,        41.85,        43.45,        44.40,        42.60,        43.20,                 54245027.20,1249232,N, ,7987,        65.90,        14.15
N,EQ,RTNPOWER,RATTANINDIA POWER LIMITED,         4.20,         4.25,         4.40,         4.00,         4.05,                124255480.00,30347078,N, ,15212,         9.70,         3.00
N,EQ,RUBYMILLS,THE RUBY MILLS LTD,       380.45,       388.05,       395.00,       387.10,       390.40,                  5814301.65,14864,N, ,1102,       510.00,       193.10
N,EQ,RUCHI,RUCHI SOYA INDUSTRIES LTD,      1168.65,      1192.00,      1227.05,      1190.05,      1217.70,               9379180524.05,7679272,N, ,100651,      1376.70,       700.05
N,EQ,RUCHIRA,RUCHIRA PAPERS LIMITED,       102.25,       104.50,       106.90,       103.05,       104.50,                  8900893.10,85123,N, ,1739,       133.00,        62.85
N,EQ,RUPA,RUPA & COMPANY LTD,       504.90,       515.00,       527.60,       505.00,       521.00,                217913643.30,420620,N, ,9801,       585.85,       304.70
N,EQ,RUSHIL,RUSHIL DECOR LIMITED,       412.00,       425.00,       473.80,       420.00,       446.45,                 42458972.60,94479,N, ,5694,       601.65,       230.50
N,EQ,RVNL,RAIL VIKAS NIGAM LIMITED,        31.40,        31.90,        32.10,        31.60,        31.85,                 24751431.55,777161,N, ,5823,        44.80,        27.50
N,EQ,SABEVENTS,SAB EVENTS & GOVERNANCE,         6.95,         7.25,         7.25,         6.70,         6.90,                    58461.00,8452,N, ,66,         8.75,         2.85
N,EQ,SADBHAV,SADBHAV ENGINEERING LTD,        27.00,        27.80,        27.80,        27.00,        27.55,                  5247128.35,190797,N, ,1164,        96.50,        24.00
N,EQ,SAFARI,SAFARI IND (INDIA) LTD,       918.95,       932.75,       935.00,       910.00,       915.70,                  7731260.35,8375,N, ,1141,      1051.05,       567.00
N,EQ,SAGARDEEP,SAGARDEEP ALLOYS LIMITED,        30.50,        30.90,        31.50,        30.15,        31.10,                   554180.15,17925,N, ,671,        49.95,        26.00
N,EQ,SAGCEM,SAGAR CEMENTS LIMITED,       215.95,       222.00,       222.00,       215.05,       219.60,                  6541674.10,29805,N, ,1701,      1550.00,       195.00
N,EQ,SAIL,STEEL AUTHORITY OF INDIA,        80.20,        82.95,        83.45,        81.60,        83.00,               2482374156.05,30011006,N, ,75524,       145.90,        78.85
N,EQ,SAKAR,SAKAR HEALTHCARE LIMITED,       151.65,       156.10,       166.00,       152.60,       161.60,                 68131653.65,422416,N, ,9095,       212.00,       103.35
N,EQ,SAKHTISUG,SAKTHI SUGARS LTD,        18.00,        18.70,        18.70,        17.65,        17.90,                  2891374.25,159873,N, ,946,        21.60,        13.05
N,EQ,SAKSOFT,SAKSOFT LIMITED,       783.45,       800.00,       812.50,       784.05,       795.50,                 12605419.30,15789,N, ,2232,      1175.00,       470.10
N,EQ,SAKUMA,SAKUMA EXPORTS LIMITED,        17.85,        18.35,        19.00,        18.05,        18.15,                 10937482.75,594848,N, ,1467,        20.20,         5.95
N,EQ,SALASAR,SALASAR TECHNO ENGG. LTD.,       237.90,       243.40,       251.50,       238.55,       249.70,                 15431849.30,62469,N, ,1832,       722.00,       207.05
N,EQ,SALONA,SALONA COTSPIN LTD.,       252.45,       259.30,       270.05,       259.25,       262.50,                  2006879.15,7579,N, ,497,       350.00,       102.10
N,EQ,SALSTEEL,S.A.L. STEEL LTD.,         9.50,         9.35,         9.70,         9.30,         9.45,                   654174.75,69042,N, ,391,        16.60,         8.20
N,EQ,SALZERELEC,SALZER ELECTRONICS LTD,       192.20,       194.00,       197.30,       191.75,       193.55,                  7107691.20,36631,N, ,862,       264.30,       126.50
N,EQ,SAMBHAAV,SAMBHAAV MEDIA LTD,         4.15,         4.20,         4.30,         4.10,         4.15,                   447795.05,107857,N, ,168,         5.10,         2.65
N,EQ,SANCO,SANCO INDUSTRIES LIMITED,        10.20,        10.55,        10.70,        10.25,        10.50,                   100185.45,9502,N, ,78,        23.65,         7.10
N,EQ,SANDESH,SANDESH LTD,       728.70,       738.00,       768.00,       734.15,       739.05,                   440774.25,591,N, ,223,      1084.70,       632.65
N,EQ,SANDHAR,SANDHAR TECHNOLOGIES LTD,       232.10,       234.00,       245.00,       232.00,       241.65,                 13406299.70,55684,N, ,1966,       333.00,       201.00
N,EQ,SANGAMIND,SANGAM (INDIA) LTD,       277.30,       278.25,       287.65,       271.30,       280.70,                 13122399.55,47134,N, ,3458,       423.00,       101.00
N,EQ,SANGHIIND,SANGHI INDUSTRIES LTD,        42.35,        42.90,        44.00,        42.55,        43.65,                 16872452.50,388328,N, ,3019,        84.90,        39.50
N,EQ,SANGHVIMOV,SANGHVI MOVERS LTD,       169.55,       174.80,       175.15,       170.05,       171.75,                  4441191.30,25597,N, ,814,       262.70,       161.05
N,EQ,SANGINITA,SANGINITA CHEMICALS LTD,        21.25,        21.80,        22.95,        21.25,        21.65,                   652360.40,29975,N, ,136,        47.20,        18.75
N,EQ,SANOFI,SANOFI INDIA LIMITED,      6567.00,      6640.00,      6649.85,      6568.00,      6579.15,                 43831469.30,6634,N, ,1459,      9285.00,      6351.00
N,EQ,SANSERA,SANSERA ENGINEERING LTD,       682.00,       697.75,       699.00,       686.60,       696.30,                  7089037.15,10228,N, ,1375,       889.00,       548.55
N,EQ,SAPPHIRE,SAPPHIRE FOODS INDIA LTD,      1034.95,      1050.45,      1072.30,      1035.20,      1063.30,                 74622024.80,70822,N, ,9540,      1540.00,       974.45
N,EQ,SARDAEN,SARDA ENERGY & MIN LTD,       999.65,      1019.70,      1199.50,      1007.75,      1040.65,                 60567586.35,58746,N, ,5997,      1360.00,       496.15
N,EQ,SAREGAMA,SAREGAMA INDIA LIMITED,       420.20,       423.10,       436.00,       415.15,       433.80,                131161863.05,306179,N, ,3852,      5143.25,       355.00
